Event,Header,PacketLength,TriggerType,StatusFlags,FlagPileup,FlagPolarity,FlagOffset,FlagCfdValid,HeaderType,TriggerID,ModuleID,ChannelID,SyncDelay,SynceCount,PeakSum,PeakTime,Prerise,IntegratedSum,Baseline,CFDPoint0,CFDPoint1,CFDPoint2,CFDPoint3,IntTimestamp0,IntTimestamp1,IntTimestamp2,IntTimestamp3,WaveformWords,Info.max,Info.min,Info.fracTimestamp,Info.intEnergy,Info.intEnergyB,Info.mean,Info.stdDev,
168,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,17160,-21,520403,287547,5256,-3019,-3408,-3719,-3838,0,64793,55021,242,2046,1729,1165,-87533.718690,27345.500000,24747.000000,1323.366569,58.435572,
169,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,17281,-19,525487,287533,5257,-3004,-3411,-3781,-3970,0,27358,55395,242,2046,1748,1176,-75579.355365,24789.500000,24683.000000,1324.262463,59.786252,
170,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,23204,-21,526357,327758,5257,-9530,-10012,-10039,-10037,0,50325,57092,242,2046,2353,1208,-429883.720930,64579.500000,64908.000000,1352.772239,133.723895,
171,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,14937,-26,525634,271987,5257,-834,-1197,-1526,-1751,0,54416,64428,242,2046,1604,1169,-32056.277056,9170.000000,9137.000000,1317.738025,39.571196,
172,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,18108,-24,523687,295108,5257,-3841,-4237,-4427,-4610,0,29341,5302,243,2046,1881,1165,-117570.417835,33264.500000,32258.000000,1330.527859,71.613788,
173,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,16405,-18,526806,283207,5257,-1955,-2282,-2600,-2894,0,22190,12324,243,2046,1652,1155,-55066.454014,19804.000000,20357.000000,1325.745357,49.472438,
174,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,16085,-17,527669,278973,5257,-1697,-2008,-2322,-2639,0,13683,12724,243,2046,1614,1176,-49331.210191,15138.500000,16123.000000,1321.916422,44.559409,
175,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,17433,-19,526321,290926,5257,-3288,-3635,-3903,-3986,0,7718,13293,243,2046,1769,1183,-107849.280271,27765.500000,28076.000000,1329.948680,63.106249,
176,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,16341,-17,527183,283273,5253,-1943,-2275,-2605,-2898,0,28976,13932,243,2046,1674,1173,-54042.775170,19681.500000,20623.000000,1321.148583,53.587318,
177,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,16638,-18,530802,285120,5254,-2484,-2824,-3094,-3238,0,51176,19725,243,2046,1711,1160,-79952.606635,19719.000000,22420.000000,1321.734604,56.929751,
178,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,17406,-19,525037,291701,5260,-3282,-3709,-4038,-4162,0,24723,20310,243,2046,1773,1187,-88608.959246,29182.500000,28701.000000,1329.560117,64.664689,
179,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,16693,-19,526885,286828,5260,-2522,-2869,-3173,-3348,0,7108,22616,243,2046,1687,1217,-74696.860772,23385.500000,23828.000000,1333.598729,52.762640,
180,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,17479,-19,523961,292455,5260,-3336,-3763,-4125,-4273,0,32497,24071,243,2046,1758,1147,-84733.690514,30474.500000,29455.000000,1324.651026,65.257610,
181,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,16403,-23,529157,285029,5259,-2108,-2507,-2831,-3003,0,15136,26471,243,2046,1684,1176,-61209.704221,20450.500000,22079.000000,1328.787390,53.630914,
182,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,15910,-23,526739,279567,5259,-1852,-2204,-2543,-2805,0,39680,27796,243,2046,1627,1179,-52343.131124,16197.500000,16617.000000,1322.350929,44.909380,
183,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,14721,-14,526315,270547,5257,-533,-889,-1222,-1489,0,29905,33875,243,2046,1547,1178,-24852.650213,7389.500000,7697.000000,1319.247801,37.184511,
184,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,20282,-21,527603,306641,5257,-6322,-6760,-6841,-6857,0,16539,37123,243,2046,2051,1188,-268062.475287,42839.500000,43791.000000,1339.263930,94.322225,
185,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,16032,-16,525870,279775,5260,-1860,-2185,-2425,-2634,0,57634,37242,243,2046,1700,1199,-62557.897476,16840.000000,16775.000000,1325.002444,46.715749,
186,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,16683,-17,524032,285003,5260,-2340,-2713,-3037,-3266,0,15133,39959,243,2046,1705,1175,-64347.732646,22987.000000,22003.000000,1325.692571,52.407810,
187,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,16281,-19,523833,282892,5260,-2205,-2548,-2856,-3095,0,7143,42148,243,2046,1645,1187,-63239.310499,20975.500000,19892.000000,1320.365591,49.153691,
188,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,16089,-17,528130,280385,5260,-1590,-1911,-2213,-2498,0,27172,47842,243,2046,1632,1183,-48563.560256,16320.000000,17385.000000,1323.220919,48.939147,
189,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,15072,-13,525629,275826,5257,-145,-486,-776,-1043,0,16147,55609,243,2046,1585,1189,-17017.426273,13011.500000,12976.000000,1320.013196,37.710975,
190,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,19072,-23,530571,299978,5257,-4410,-4882,-5082,-5256,0,27655,59208,243,2046,1961,1180,-122824.446068,34692.500000,37128.000000,1332.022483,82.095053,
191,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,16032,-17,528442,280896,5258,-1509,-1812,-2120,-2411,0,5580,5114,244,2046,1618,1174,-46752.930768,16675.000000,17996.000000,1321.304008,45.946859,
192,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,16330,-18,526040,282183,5258,-2198,-2529,-2838,-3078,0,55136,5459,244,2046,1661,1188,-63483.666780,19163.000000,19283.000000,1325.277615,49.315462,
193,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,16584,-17,525498,282089,5256,-2137,-2464,-2799,-3046,0,36063,11384,244,2046,1739,1166,-60191.595907,19340.000000,19289.000000,1325.484848,52.099513,
194,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,14999,-13,526220,274676,5256,140,-190,-516,-786,0,15325,15266,244,2046,1557,1164,-10592.783505,11566.000000,11876.000000,1317.424242,38.235315,
195,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,16720,-16,526399,285853,5257,-869,-1184,-1433,-1658,0,9059,30577,244,2046,1693,1192,-36106.014271,22653.500000,23003.000000,1324.040078,54.865501,
196,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,16727,-22,525431,285297,5257,-2601,-2985,-3319,-3524,0,38493,32169,244,2046,1702,1186,-70091.309485,22581.500000,22447.000000,1324.354839,57.294093,
197,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,15994,-14,525385,281226,5255,183,-132,-438,-715,0,4498,41073,244,2046,1620,1180,-9455.555556,18533.500000,18476.000000,1321.544966,48.577806,
198,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,17065,-19,527058,287479,5255,-2713,-3124,-3423,-3511,0,62841,41497,244,2046,1736,1161,-82371.580641,23950.000000,24729.000000,1327.289834,60.483589,
199,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,16128,-18,524162,281183,5255,-1543,-1858,-2161,-2432,0,19723,46685,244,2046,1631,1190,-48193.041526,19102.000000,18433.000000,1323.960411,46.342133,
200,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,16452,-18,523310,285542,5255,-2345,-2694,-3013,-3223,0,23405,47730,244,2046,1669,1177,-66969.183881,23887.000000,22792.000000,1325.855816,51.750909,
201,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,16079,-17,524607,279537,5254,-1798,-2148,-2474,-2744,0,26304,53563,244,2046,1643,1189,-51605.562579,17233.500000,16837.000000,1327.037634,44.576875,
202,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,16079,-25,523930,279826,5255,-2099,-2513,-2817,-2939,0,44747,54532,244,2046,1654,1173,-64523.135033,17861.000000,17076.000000,1325.834800,47.528898,
203,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,16341,-17,529910,285136,5255,-1668,-1989,-2294,-2580,0,57140,228,245,2046,1655,1144,-50088.786583,20181.000000,22386.000000,1323.696481,53.315933,
204,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,16451,-18,523565,282211,5255,-2238,-2587,-2908,-3149,0,24457,1101,245,2046,1657,1189,-62719.930146,20428.500000,19461.000000,1328.838710,49.278563,
205,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,20661,-20,524595,309223,5254,-6812,-7359,-7548,-7483,0,32107,4253,245,2046,2121,1173,-224359.673025,46925.500000,46523.000000,1341.090420,100.828965,
206,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,18008,-20,525380,293177,5254,-3919,-4349,-4643,-4708,0,61502,7362,245,2046,1821,1193,-113686.583991,30487.000000,30477.000000,1325.369990,70.051562,
207,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,16931,-19,525325,284897,5254,-3026,-3436,-3695,-3711,0,62754,7643,245,2046,1718,1171,-103218.092769,22234.500000,22197.000000,1327.103617,57.294962,
208,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,16415,-17,527326,283759,5254,-1471,-1788,-2104,-2405,0,13432,10887,245,2046,1656,1161,-44855.676716,20096.000000,21059.000000,1327.135386,48.149112,
209,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,15090,-13,529126,274642,5254,485,192,-69,-354,0,5076,17149,245,2046,1587,1156,-1809.455244,10079.000000,11942.000000,1321.160313,36.468491,
210,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,16547,-18,522766,284161,5254,-2063,-2385,-2685,-2950,0,41091,19186,245,2046,1683,1197,-60087.808173,22778.000000,21461.000000,1327.479961,52.986159,
211,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,16068,-17,524837,283033,5254,-1596,-1909,-2220,-2524,0,6199,32638,245,2046,1617,1180,-47754.442649,20614.500000,20333.000000,1323.569892,48.391657,
212,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,17621,-20,526801,292626,5254,-3875,-4274,-4540,-4596,0,39815,34230,245,2046,1781,1203,-121934.952655,29225.500000,29926.000000,1333.666667,64.847496,
213,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,16721,-23,524596,283015,5257,-2568,-2928,-3225,-3399,0,9127,36465,245,2046,1711,1186,-75734.767025,20717.000000,20165.000000,1325.571848,53.332818,
214,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,16506,-18,524975,284227,5257,-1865,-2164,-2450,-2724,0,46317,36538,245,2046,1676,1191,-56907.672604,21739.500000,21377.000000,1325.192082,50.581494,
215,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,15479,-13,524724,279007,5257,-316,-637,-935,-1208,0,15383,38488,245,2046,1559,1173,-20683.703206,16645.000000,16157.000000,1322.135875,45.158395,
216,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,16535,-19,526778,284226,5257,-2217,-2551,-2862,-3132,0,40434,42404,245,2046,1665,1169,-62026.614311,20837.000000,21376.000000,1321.894428,51.131963,
217,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,15807,-15,527492,278583,5257,-1252,-1574,-1857,-2123,0,447,46175,245,2046,1680,1188,-42502.302026,14837.000000,15733.000000,1319.542522,44.311105,
218,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,15696,-13,523050,281437,5256,-377,-707,-1020,-1292,0,25409,49894,245,2046,1599,1162,-21842.162634,19912.000000,18637.000000,1319.774194,47.217751,
219,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,16447,-19,526043,283577,5255,-2168,-2506,-2826,-3077,0,7185,51470,245,2046,1668,1188,-61188.053823,20555.500000,20827.000000,1324.437928,52.322276,
220,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,16883,-16,528903,287419,5260,-1505,-1854,-2067,-2223,0,58733,52759,245,2046,1773,1203,-57191.944797,22967.500000,24419.000000,1328.029326,54.326959,
221,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,18245,-20,528740,297323,5260,-4449,-4860,-5053,-5023,0,41346,54822,245,2046,1849,1167,-172045.256745,32953.000000,34323.000000,1330.459433,74.407428,
222,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,16312,-18,527037,283893,5260,-2251,-2583,-2896,-3099,0,49910,55512,245,2046,1658,1185,-66505.658616,20374.500000,20893.000000,1325.908113,50.433249,
223,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,16166,-17,524633,282244,5260,-1269,-1568,-1872,-2163,0,41143,56260,245,2046,1634,1185,-41690.109399,19927.500000,19244.000000,1322.386119,48.277712,
224,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,22457,-21,523689,321480,5260,-8649,-9105,-9130,-9125,0,48037,56666,245,2046,2275,1147,-416375.315439,59635.500000,58480.000000,1343.247801,125.778750,
225,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,15664,-15,522501,277530,5260,-184,-484,-784,-1062,0,18170,61781,245,2046,1670,1190,-17614.178596,16279.500000,14530.000000,1323.110948,41.914192,
226,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,16660,-19,525155,286755,5260,-2450,-2783,-3079,-3276,0,37002,3581,246,2046,1681,1169,-72956.020187,24177.500000,23755.000000,1329.875855,51.465495,
227,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,16711,-18,527092,284397,5260,-2513,-2840,-3105,-3256,0,46763,3726,246,2046,1734,1176,-81614.541566,20851.000000,21397.000000,1320.609482,53.390770,
228,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,16317,-18,524412,284341,5259,-2205,-2533,-2842,-3087,0,40217,15205,246,2046,1644,1171,-63496.897913,22135.000000,21391.000000,1325.615836,50.448187,
229,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,19140,-21,528176,299169,5259,-5502,-5839,-5925,-5928,0,39791,15860,246,2046,1939,1192,-286739.980450,35081.000000,36219.000000,1330.868524,81.354671,
230,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,17893,-20,525215,292301,5254,-3832,-4266,-4539,-4575,0,55837,22746,246,2046,1805,1200,-117988.276046,29693.500000,29601.000000,1328.201857,66.684517,
231,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,18517,-20,523038,298373,5254,-4481,-4969,-5268,-5310,0,40467,25663,246,2046,1870,1185,-123146.685810,36854.000000,35673.000000,1329.843109,75.965344,
232,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,16101,-17,525561,280625,5263,-1997,-2367,-2662,-2807,0,47217,31482,246,2046,1690,1194,-63474.006116,17844.500000,17475.000000,1324.467253,45.648361,
233,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,16473,-19,524058,285006,5263,-2106,-2444,-2755,-3003,0,19732,45351,246,2046,1662,1183,-60561.847657,22977.000000,21856.000000,1327.573803,52.613608,
234,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,19514,-20,527455,304108,5263,-5399,-5905,-6166,-6177,0,18456,45459,246,2046,1985,1197,-155208.734746,40380.500000,40958.000000,1335.662268,87.391552,
235,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,16094,-18,525154,281451,5263,-1673,-1984,-2291,-2597,0,7108,47041,246,2046,1619,1175,-49587.528418,18874.000000,18301.000000,1322.883187,46.976186,
236,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,17257,-19,523639,290626,5263,-2878,-3299,-3645,-3817,0,4328,49534,246,2046,1747,1159,-75200.758773,28806.500000,27476.000000,1323.927664,61.495533,
237,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,16463,-19,527748,286091,5263,-2579,-2922,-3244,-3458,0,8153,60635,246,2046,1655,1182,-72067.139799,22217.000000,22941.000000,1325.110948,53.285000,
238,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,15985,-17,520402,280225,5255,-1593,-1897,-2203,-2497,0,61696,61483,246,2046,1607,1172,-48561.961564,20024.000000,17475.000000,1317.960899,46.084270,
239,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,16452,-18,526155,286081,5255,-2024,-2358,-2688,-2983,0,50292,858,247,2046,1660,1172,-55578.422201,23003.500000,23331.000000,1324.099218,52.802250,
240,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,17769,-20,529203,292332,5264,-4019,-4392,-4531,-4525,0,48931,5435,247,2046,1807,1151,-179022.329511,27730.500000,29132.000000,1329.427175,69.985275,
241,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,16001,-24,525681,283022,5264,-1950,-2309,-2652,-2906,0,27422,25292,247,2046,1644,1173,-54288.383681,20181.500000,19822.000000,1320.798143,49.864115,
242,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,15608,-14,526754,276445,5264,-704,-983,-1260,-1513,0,42302,29875,247,2046,1666,1174,-30823.471400,13068.000000,13245.000000,1319.656891,40.570812,
243,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,17153,-20,525248,288298,5264,-2941,-3327,-3653,-3850,0,5231,32485,247,2046,1728,1151,-78510.754449,25674.000000,25098.000000,1331.225806,58.585292,
244,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,16884,-18,522128,287883,5252,-2546,-2942,-3297,-3527,0,19057,34661,247,2046,1708,1170,-65552.860319,26819.000000,25283.000000,1331.611926,54.677674,
245,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,16444,-22,528074,285106,5252,-1657,-1996,-2337,-2628,0,56015,36376,247,2046,1692,1147,-47473.878304,21069.000000,22506.000000,1321.939394,55.556451,
246,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,16250,-18,525720,282791,5259,-1610,-1922,-2234,-2523,0,51409,41780,247,2046,1638,1161,-48613.569322,19931.000000,19841.000000,1320.915445,48.222908,
247,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,16081,-15,522516,282530,5259,-1057,-1442,-1738,-1919,0,62647,52958,247,2046,1660,1179,-38933.610918,21272.000000,19580.000000,1324.546921,46.861044,
248,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,21292,-21,522636,315456,5261,-7776,-8068,-8054,-8042,0,15083,56631,247,2046,2154,1184,-682329.931973,54138.000000,52406.000000,1347.799120,110.123863,
249,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,14788,-14,525826,271621,5260,-428,-754,-1085,-1375,0,63879,57540,247,2046,1574,1178,-22469.525011,8708.000000,8621.000000,1313.371457,34.666359,
250,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,16911,-19,520970,287069,5253,-2790,-3206,-3575,-3789,0,941,57968,247,2046,1716,1162,-69485.046544,26584.000000,24419.000000,1322.044477,57.862981,
251,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,17956,-20,524309,292980,5253,-3998,-4404,-4601,-4597,0,47854,59730,247,2046,1808,1149,-150441.323972,30825.500000,30330.000000,1326.801075,70.891950,
252,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,21303,-20,524391,317270,5252,-7889,-8184,-8088,-7982,0,30725,64801,247,2046,2227,1181,-2930746.812386,55074.500000,54670.000000,1343.651515,114.111769,
253,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,16992,-19,525684,287037,5256,-2809,-3170,-3486,-3672,0,44888,65327,247,2046,1713,1186,-78703.384968,24195.000000,24237.000000,1327.759531,57.341706,
254,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,18365,-22,521187,297792,5256,-4184,-4580,-4750,-4845,0,56502,3359,248,2046,1850,1186,-145452.856479,37198.500000,34992.000000,1332.123656,74.469672,
255,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,23297,-21,524288,330377,5252,-9722,-10051,-10054,-10061,0,842,3887,248,2046,2360,1168,-655098.039216,68233.000000,67777.000000,1347.404203,139.793341,
256,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,16483,-18,526190,284050,5252,-2032,-2367,-2694,-2976,0,38330,9481,248,2046,1658,1186,-56456.684605,20955.000000,21450.000000,1326.639785,50.712015,
257,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,15841,-17,523874,283847,5262,-1728,-2056,-2363,-2622,0,61957,10118,248,2046,1615,1163,-52229.285157,21910.000000,20747.000000,1323.599707,49.793293,
258,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,15065,-26,523547,273341,5262,-1040,-1401,-1756,-2001,0,63056,14508,248,2046,1612,1180,-35235.742228,11567.500000,10241.000000,1315.160802,38.341727,
259,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,20945,-21,528689,312205,5262,-6967,-7476,-7573,-7610,0,52530,16861,248,2046,2112,1182,-247048.371175,47860.500000,49105.000000,1340.115347,105.066629,
260,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,14721,-25,524293,270169,5262,-823,-1187,-1501,-1733,0,62249,25710,248,2046,1562,1166,-32045.554095,8022.500000,7069.000000,1319.476540,35.897993,
261,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,16337,-16,522864,282389,5259,-748,-1094,-1314,-1466,0,38158,30038,248,2046,1686,1183,-35782.083684,20957.000000,19439.000000,1324.346530,48.949688,
262,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,17091,-19,527158,289019,5259,-3162,-3561,-3890,-4029,0,10829,37487,248,2046,1719,1178,-86621.160410,25440.000000,26069.000000,1330.128055,57.677545,
263,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,15129,-14,525091,272371,5259,-453,-854,-1178,-1358,0,29540,37865,248,2046,1592,1157,-24409.345179,9825.500000,9421.000000,1318.116813,37.197152,
264,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,17319,-19,526109,289490,5264,-3091,-3448,-3762,-3949,0,8620,44187,248,2046,1765,1194,-85570.175439,26435.500000,26290.000000,1332.507331,59.893957,
265,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,16176,-17,526236,283451,5264,-1370,-1664,-1968,-2273,0,43114,46301,248,2046,1628,1172,-43575.616772,20333.000000,20251.000000,1325.333333,50.786246,
266,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,16568,-18,526944,286092,5256,-2071,-2382,-2705,-3008,0,36401,47360,248,2046,1673,1162,-57396.298660,22620.000000,23292.000000,1324.794721,55.713798,
267,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,47589,-23,532157,484867,5256,31580,31588,31620,31672,0,45436,60197,248,2046,4847,1161,-6846406.926407,218788.500000,222067.000000,1425.685728,457.953800,
268,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,19527,-20,526068,302177,5256,-5444,-5911,-6060,-6084,0,59432,12,249,2046,1978,1192,-192627.678428,39143.000000,39377.000000,1340.275171,86.589378,
269,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,16512,-17,523309,283198,5256,-1823,-2160,-2438,-2655,0,51992,6721,249,2046,1701,1169,-57863.494352,21543.500000,20398.000000,1326.738514,52.564633,
270,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,16645,-19,526010,285345,5256,-2552,-2901,-3219,-3436,0,43981,12292,249,2046,1679,1166,-71279.461279,22340.000000,22545.000000,1323.682307,53.978425,
271,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,16207,-19,522506,283400,5256,-1884,-2218,-2533,-2801,0,11519,15121,249,2046,1657,1198,-54627.092846,22147.000000,20600.000000,1326.184262,51.132232,
272,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,17505,-23,523174,292198,5256,-3616,-3988,-4166,-4210,0,47119,20706,249,2046,1764,1143,-139217.687075,30611.000000,29398.000000,1330.460899,64.332410,
273,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,16578,-18,529748,287800,5250,-2240,-2561,-2880,-3155,0,48749,24489,249,2046,1672,1193,-62275.892080,22926.000000,25300.000000,1329.938905,53.135091,
274,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,15530,-14,526242,277572,5250,134,-224,-489,-634,0,63623,30693,249,2046,1633,1164,-11202.802647,14451.000000,15072.000000,1317.664223,41.430319,
275,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,19264,-20,528237,299410,5257,-4940,-5462,-5767,-5797,0,39270,32598,249,2046,1958,1182,-130628.187297,35291.500000,36560.000000,1337.409580,80.461519,
276,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,15896,-17,524495,278678,5257,-1531,-1836,-2150,-2459,0,28978,32920,249,2046,1600,1183,-46242.737250,16430.500000,15828.000000,1323.568915,45.056128,
277,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,19805,-21,524756,307045,5252,-5952,-6372,-6461,-6468,0,21166,42694,249,2046,1999,1178,-260439.828955,44667.000000,44445.000000,1337.110459,93.697786,
278,0XAAAAAAAA,1035,0,2,0,1,0,0,0,0,0,6,1073741528,0,15434,-14,524414,276896,5252,-834,-1167,-1495,-1754,0,8584,46810,249,2046,1592,1169,-31668.825561,14689.000000,14296.000000,1318.499022,40.942653,
